% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=151722, Tue May  2 20:47:02 2023, <python>{}</python>
1 45 2.858160495312396 1.0000486498320134 -2735.2119994163513 -2.7352119994163513e+03 -2661.7145326137543 -2394.488573074341   
2 90 2.7910701085413714 1.0849264620761372 -2778.773035764694 -2.7787730357646942e+03 -2674.2842631340027 -2620.4926187992096   
3 135 2.7440957788071856 1.1001177286655597 -2783.337693452835 -2.7833376934528351e+03 -2664.1529042720795 -2512.856011390686   
4 180 2.7098301945092222 1.1153071085902633 -2799.2583677768707 -2.7992583677768707e+03 -2680.6983575820923 -2580.0708317756653   
5 225 2.60515487584135 1.131980312390764 -2799.2583677768707 -2.7934163343906403e+03 -2674.2814869880676 -2636.2105391025543   
6 270 2.4794346866511754 1.1585929497966587 -2799.2583677768707 -2.7848036677837372e+03 -2683.1780359745026 -2512.9902200698853   
7 315 2.4020109275083965 1.1787984813278438 -2799.2583677768707 -2.7673832936286926e+03 -2683.559062719345 -2614.8122415542603   
8 360 2.328734520768469 1.1998550160016397 -2799.2583677768707 -2.7895335519313812e+03 -2695.0146408081055 -2598.05086517334   
9 405 2.2676167035643484 1.2165745343134229 -2823.1988804340363 -2.8231988804340363e+03 -2683.261284351349 -2629.1607575416565   
10 450 2.168534578793392 1.233650365099238 -2823.1988804340363 -2.7706075317859650e+03 -2693.643651485443 -2630.3190858364105   
11 495 2.140855830311848 1.2482667024586702 -2823.1988804340363 -2.7699582734107971e+03 -2691.2807965278625 -2636.671028137207   
12 540 2.1520296639956746 1.2718819044553844 -2837.2994763851166 -2.8372994763851166e+03 -2686.521893978119 -2627.9112677574158   
13 585 2.1794742399110314 1.2885975388844348 -2837.2994763851166 -2.8210658841133118e+03 -2698.861125230789 -2630.8458075523376   
14 630 2.2441456920170193 1.30895802094646 -2837.2994763851166 -2.8295993804931641e+03 -2695.877024412155 -2602.029984474182   
15 675 2.341891768502111 1.3491124709622038 -2837.2994763851166 -2.8093518753051758e+03 -2692.4271075725555 -2622.402186155319   
16 720 2.398457718901185 1.3731176425423246 -2837.2994763851166 -2.7983143615722656e+03 -2682.423843860626 -2612.251443862915   
17 765 2.4538967229571593 1.3997039555886064 -2837.2994763851166 -2.8016366484165192e+03 -2700.0253126621246 -2649.1692883968353   
18 810 2.4401861140292476 1.4303808675451173 -2837.2994763851166 -2.7966394248008728e+03 -2692.2855308055878 -2622.5035450458527   
19 855 2.3791429316808985 1.4627297352312447 -2858.7594227790833 -2.8587594227790833e+03 -2692.7246417999268 -2607.7300419807434   
20 900 2.333177652016041 1.5028203406707992 -2858.7594227790833 -2.7894550030231476e+03 -2711.4031269550323 -2628.991352558136   
21 945 2.3160307438749044 1.5395634748112583 -2858.7594227790833 -2.7787798843383789e+03 -2705.803543329239 -2605.6119904518127   
22 990 2.2660756312444215 1.5798551866281674 -2858.7594227790833 -2.7949259817600250e+03 -2700.094616174698 -2490.1229622364044   
23 1035 2.231126601268789 1.6080345889720489 -2858.7594227790833 -2.8043343369960785e+03 -2714.925595521927 -2537.2067441940308   
24 1080 2.158656548318829 1.6258474419317155 -2858.7594227790833 -2.8045981264114380e+03 -2705.81853055954 -2617.162358045578   
25 1125 2.1109680772320587 1.65672544920678 -2858.7594227790833 -2.8181793427467346e+03 -2715.0900835990906 -2643.289766073227   
26 1170 2.0921597210757574 1.6724030792821876 -2858.7594227790833 -2.8283450896739960e+03 -2720.1484405994415 -2622.766619205475   
27 1215 2.0582866648007214 1.703719213953073 -2858.7594227790833 -2.8177306396961212e+03 -2710.6894297599792 -2651.0800726413727   
28 1260 1.9359786156599372 1.7400029189856 -2858.7594227790833 -2.8255243575572968e+03 -2729.965697288513 -2642.699893474579   
29 1305 1.8776197454234265 1.7651348368026512 -2858.7594227790833 -2.8187496376037598e+03 -2724.71027469635 -2653.9999058246613   
30 1350 1.819844885229473 1.8043582679215158 -2858.7594227790833 -2.8257558405399323e+03 -2726.743234872818 -2655.596940755844   
31 1395 1.8047277922747618 1.8235898432517417 -2858.7594227790833 -2.8200085313320160e+03 -2733.8862075805664 -2668.0801799297333   
32 1440 1.7179389788666048 1.8757056582815015 -2858.7594227790833 -2.8401250076293945e+03 -2717.1859555244446 -2655.9677181243896   
33 1485 1.6825094058334562 1.9117064605191945 -2858.7594227790833 -2.8349843530654907e+03 -2742.6844561100006 -2674.285432577133   
34 1530 1.6913783667303741 1.9277442472431416 -2858.7594227790833 -2.8126160187721252e+03 -2743.4200053215027 -2612.064628124237   
35 1575 1.682716346458725 1.950226155953743 -2858.7594227790833 -2.8549430384635925e+03 -2753.230284690857 -2636.567484855652   
36 1620 1.6645222052351418 1.9823423564976468 -2858.7594227790833 -2.8287422864437103e+03 -2730.534010887146 -2656.014347553253   
37 1665 1.6324287090314746 2.0105882081648123 -2858.7594227790833 -2.8256323771476746e+03 -2736.2853031158447 -2670.700610399246   
38 1710 1.6079655918456999 2.0423325664915937 -2858.7594227790833 -2.8151201517581940e+03 -2740.057410955429 -2670.5285263061523   
39 1755 1.594235385495558 2.080280946356977 -2858.7594227790833 -2.8153759224414825e+03 -2741.90673661232 -2660.594738006592   
40 1800 1.5537139800801456 2.112069915329409 -2858.7594227790833 -2.8406320574283600e+03 -2751.87225317955 -2660.971779823303   
41 1845 1.5420101312060788 2.133912382839053 -2858.7594227790833 -2.8174032759666443e+03 -2762.425211429596 -2672.0879497528076   
42 1890 1.514548795357995 2.1681566597910296 -2858.7594227790833 -2.8260914251804352e+03 -2746.2641468048096 -2511.0677087306976   
43 1935 1.5079396369963458 2.1793473976366715 -2858.7594227790833 -2.8140895311832428e+03 -2746.178101539612 -2503.4298479557037   
44 1980 1.4707923549828243 2.210470126447652 -2858.7594227790833 -2.8147176625728607e+03 -2747.044042110443 -2676.366626739502   
45 2025 1.4290395306546326 2.2582983425726564 -2858.7594227790833 -2.8166185262203217e+03 -2760.6186633110046 -2662.9208776950836   
46 2070 1.3495604075679273 2.2983431261555634 -2858.7594227790833 -2.8414785397052765e+03 -2756.525557756424 -2670.0615985393524   
