% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=151722, Tue May  2 20:47:02 2023, <python>{}</python>
1 45 2.858160495312396 0 0 2.852340452014912 2.867833591534799 2.875840185111266 2.8540488046702754 2.849611510151525 2.8589525929336514 2.852095565907068 2.8763557799116746 2.8521766583258525 2.8633393034926025 2.8434217513572273 2.8470296731390845 2.856854840163144 2.860559882338878 2.843566712462684 2.8432781973274497 2.8661622630943553 2.8500061137831425 2.852242907269496 2.8539264599901606 2.8554435715009046 2.8639108294429514 2.8507583313721976 2.852875337966506 2.8430556893267824 2.8626860003635737 2.8512103462828784 2.8440540298841044 2.862543917605638 2.8567481350370882 2.8596075487600867 2.851267919271688 2.853592734199519 2.8518423998073623 2.8742581565363796 2.841677185646332 2.8549794533832697
2 90 2.7910701085413714 0 0 2.7702618841075557 2.7868290750509037 2.800511212721131 2.781373088637955 2.7760156456944753 2.7821293940645266 2.7758695236141464 2.8013081122472223 2.786947646626112 2.788150398724169 2.775306680189781 2.7771434082731 2.8162408494577367 2.793309421830939 2.77901698348246 2.779943551347425 2.8005925455161913 2.779020323560808 2.778332184577703 2.7817117131106324 2.7902516155278825 2.8119965430289855 2.7875051933441606 2.7788586389480514 2.7630966935626593 2.7802366345524314 2.7731094269541803 2.755603845798114 2.796425897427601 2.7855160425269263 2.7895608756252854 2.7880926625039764 2.788590161588169 2.776757898678355 2.8155357563081944 2.776863156153803 2.7925406167879503
3 135 2.7440957788071856 0 0 2.726025538767889 2.7313805936825855 2.7497925746566185 2.7329740506427984 2.722408284999885 2.7327335446581826 2.708740901630355 2.7483453962336477 2.72822881245627 2.7507801775793554 2.7321871406962552 2.73324229229944 2.7588213645521003 2.7392433079304177 2.741666189354746 2.725880305427773 2.768675351508049 2.7339084599927213 2.7307209053968355 2.7346665017612026 2.744449456494119 2.7411841828361676 2.734021547109554 2.7419121141658964 2.71237968930278 2.721379044895513 2.7224410796208165 2.6922764761742854 2.7379357233962387 2.735901811425755 2.732243737413673 2.746829995493315 2.7361232700370515 2.739441901893198 2.7672216162846373 2.7397514317521536 2.7389541439783107
4 180 2.7098301945092222 0 0 2.678141368078666 2.7079335524215096 2.7221924216344346 2.690668139537974 2.6890832915109684 2.6807435371204344 2.6664127057682667 2.7148366028851223 2.6887311034830415 2.7109684985078077 2.7164269211478027 2.6895586200796275 2.7367223652721675 2.7065299252195887 2.712296032633451 2.692855349120973 2.7260598989263713 2.7018499010838415 2.692124569630794 2.7133411901168074 2.711959639145338 2.734143917342949 2.7008186328374895 2.710750459034555 2.6569536446695037 2.688836622957527 2.680128263647242 2.637771101148905 2.70507946335019 2.7084016123568713 2.702176418571672 2.7139945916730253 2.709056687366768 2.709654231588231 2.722666048759602 2.699378905580158 2.6932984064350767
5 225 2.60515487584135 0 0 2.5748913228546293 2.6106538482010087 2.6022143229281656 2.579183847611632 2.5846305393051643 2.570223206602345 2.566703825286073 2.598097637156257 2.582261117347724 2.6154569905683256 2.617287633878256 2.582683164044099 2.6401719134118116 2.6165821128538735 2.6026734202182826 2.5833388024788655 2.6422131821308463 2.5918461591576385 2.594341478103605 2.6220713340104242 2.6130943261337682 2.6206659060173436 2.5898462026997144 2.610198428177028 2.550501172552405 2.586016013250668 2.562722247985925 2.5059731318237652 2.584682948588921 2.600045066118219 2.608704093880724 2.606173933628036 2.592664106581827 2.6076532187005386 2.632930095364678 2.606157697177573 2.5795076110271684
6 270 2.4794346866511754 0 0 2.4484809151984828 2.5062426124970862 2.4768886566787742 2.440695635911653 2.4736506872728095 2.451128987749373 2.448389192745272 2.467997854771396 2.458715871626854 2.498252771434513 2.4915961486401867 2.454971442334506 2.513911325129849 2.4772350111999124 2.477660448219387 2.466886743229623 2.5077384161628475 2.4737117570442466 2.460868440023817 2.4961640328530645 2.4994735328894686 2.5036123398147683 2.470842752721758 2.478255007464869 2.4144791485700616 2.4595208743545482 2.4332880238455235 2.3611769729269936 2.450193090964268 2.4831455796083755 2.463254578326717 2.4809537336097636 2.4698990959270186 2.4816652959557794 2.5055450172023743 2.475449424682116 2.443190280386457
7 315 2.4020109275083965 0 0 2.384702110813682 2.4130165955605754 2.39604837675718 2.3684950437336196 2.394654655224189 2.370460778550426 2.3625574325516374 2.385814527417194 2.374483285240438 2.417826683012438 2.405105373528362 2.375838136697613 2.4319541973365033 2.384990652500497 2.391079233786885 2.3836383831938965 2.4356010141206896 2.397456804739547 2.3869248576384994 2.420314502938816 2.4253186160917823 2.4401174211458523 2.392639844930978 2.4108757099614224 2.3301299527350463 2.3879682651175242 2.3656850251935193 2.25524833006328 2.365989540524908 2.4322414295955825 2.3804361236517018 2.397505011568457 2.3914390354995088 2.409044616454446 2.4430101497615575 2.4052324321835292 2.37191979305504
8 360 2.328734520768469 0 0 2.3029916153577976 2.352560109537726 2.3242980027655804 2.296681998601769 2.30027931840828 2.293623283189595 2.2905098340115355 2.316199905093319 2.311501148640037 2.3325715517037433 2.326928923598579 2.301414703479119 2.3642515973189377 2.3091324136907088 2.325305672952094 2.296904114334431 2.3706108847341185 2.3119774910073634 2.316661846833654 2.3487087886766824 2.3420279747805766 2.3514296850328265 2.3321603012045795 2.3480430961124394 2.234455261199249 2.3148219635672924 2.2836987549629586 2.1561938595291985 2.2995155614135716 2.3811519207794696 2.2951495773657737 2.3332649952776325 2.3022195667812912 2.358697226519098 2.386454366089339 2.340983262151164 2.3061730590088527
9 405 2.2676167035643484 0 0 2.2366334452017136 2.2838485268533897 2.2611177731473315 2.231498296406998 2.243950216352128 2.2239101361982034 2.2173098148106525 2.2368999010621455 2.245503821150943 2.2658020544979203 2.261251423153071 2.237777669012146 2.292915380077907 2.245890067289768 2.2710680558549643 2.2369084248702835 2.2948279452279934 2.250422635050558 2.2501323205799277 2.299324374412814 2.276534938398702 2.2948822298553 2.277616409473985 2.2902125409506042 2.15234790564867 2.2497315940251945 2.259027949331106 2.079791794134499 2.2210989286394596 2.317482256811498 2.2315163762053687 2.2780591552745246 2.232491198532107 2.290381838330221 2.314281473868837 2.2946234056057344 2.236798632090381
10 450 2.168534578793392 0 0 2.133992199222462 2.179526434766048 2.1591949974828246 2.1288013972113577 2.139838095954615 2.1164757301859507 2.1164059254606356 2.1421444223248747 2.142544894628659 2.162110521042583 2.1629393782431965 2.141239899134259 2.1974773454807086 2.1469578873668254 2.1775979017961973 2.144137987801928 2.181539687723889 2.1502361697461003 2.153684600824635 2.2009662268182266 2.1768101996006015 2.197907492574118 2.1817293026630056 2.185034695117414 2.050357449869375 2.153812659910975 2.159938684504531 1.963436735888574 2.1412969432543143 2.210427910171749 2.1187649943132474 2.1888023261828558 2.130365761918793 2.190977069688892 2.219344236396065 2.1812786684541376 2.143435616711365
