% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=107942, Sun May 14 13:18:20 2023
1 15 2.8157270756477257 1.0000483345014077 1.0 1.0 1.0000016666680556 1.000003333338889 1.0000050000125 1.000006666688889 1.0000083333680556 1.00001000005 1.0000116667347225 1.0000133334222225 1.0000150001125006 1.0000166668055563 1.00001833350139 1.0000200002000015 1.0000216669013906 1.0000233336055577 1.0000250003125026 1.0000266670222253 1.000028333734726 1.0000300004500045 1.000031667168061 1.0000333338888951 1.0000350006125072 1.0000366673388972 1.000038334068065 1.0000400008000108 1.0000416675347343 1.000043334272236 1.0000450010125153 1.0000466677555726 1.0000483345014077
2 30 2.72431991661227 1.0413674938095692 0.9596654408221332 0.9596654408221332 0.9778609355607238 0.9843526067089939 0.9864380636456118 0.9911762255375896 0.9951023606504364 0.996995888632824 1.0000057157158784 1.000010662002053 1.0000115545779789 1.0000130972438677 1.0000165850805007 1.0000206131420244 1.0000210644231255 1.000024129363947 1.0000263559601061 1.0000288658786638 1.000030010832887 1.0000320491129537 1.00003514015553 1.0000370305193478 1.000038119573171 1.0000410479901054 1.0013445069159752 1.0032868409764462 1.0061428773489278 1.0072742954412373 1.0179586742392992 1.0273322858176823 1.0413674938095692
3 45 2.6781667686154167 1.0531215202483935 0.9607248800078719 0.9607248800078719 0.9640132541109833 0.972401648795569 0.9753120040647731 0.9811127940542008 0.9845681795389677 0.9885266855345032 0.9922372545324942 0.9954653155326465 0.9965921832590584 0.9977721174060196 0.9985144495258873 0.99906482973562 0.9994741232021956 1.0000200276287756 1.000031979584897 1.0002114502246497 1.000453177855872 1.0007002368917832 1.001237301263907 1.0028837772913095 1.0031893301270711 1.004561393235504 1.0066631724676256 1.008414000166479 1.0127843704817638 1.0204137169705494 1.0301647397322762 1.0390007495234892 1.0531215202483935
4 60 2.675873979861051 1.0674172525460879 0.9434580449543132 0.9434580449543132 0.9605401198051726 0.9648609729452581 0.9703069994439264 0.974882372628396 0.9813456428496665 0.9849249201194443 0.9887899483864416 0.9904702008544222 0.9923484095631403 0.9935709787120452 0.9959528106710069 0.9970105417804045 0.99852034105837 0.9993744133649369 1.0000167373341817 1.0009318004015315 1.0013508833493887 1.002762601441933 1.0035201709932413 1.004288079391735 1.005306837784673 1.00680418293461 1.009919460914558 1.0127817179074678 1.0140532823398931 1.0239761080301666 1.0344162390352345 1.043308410353312 1.0674172525460879
5 75 2.6751341670802464 1.0895761905330332 0.9439513457224531 0.9439513457224531 0.9509976113745268 0.9589085604525065 0.9646899610239503 0.9727294282781512 0.974912619258948 0.9769147536684899 0.9832465750725569 0.9874156133837946 0.9903625061107935 0.9915878958500061 0.9941433030063155 0.9958598396462217 0.9970020075955137 0.9975161217610539 0.9990448305899419 0.9997891240499724 1.0011541043121501 1.0036957427122866 1.0047260809112861 1.006294688768456 1.0091854127488058 1.0100209602527148 1.0127305120866306 1.0145096431442937 1.0224814042259869 1.0257255328396864 1.0307633925824151 1.0419340493880709 1.0895761905330332
6 90 2.6985459257298103 1.1115332082178622 0.9332419404332557 0.9332419404332557 0.9470242675853879 0.9531441553763053 0.964881661181148 0.9675558865054862 0.9703454983621222 0.9749356509199311 0.9771654098560826 0.9861150977218793 0.9879273284734108 0.9895792296267816 0.9913935315555572 0.9932868390577461 0.995369086802925 0.9957310202621978 0.9963513298836534 0.9973853473926142 1.0004611248481716 1.0022367122110432 1.00307528619664 1.0071504052449234 1.0104195638446882 1.0119084760868862 1.0127533501233899 1.019162155046009 1.023127571334009 1.0301840920620402 1.0377275503773502 1.0424557065893583 1.1115332082178622
7 105 2.6916244620276077 1.1255128815884896 0.9270734232803357 0.9270734232803357 0.9424429531213084 0.9536288169180088 0.9578184294514581 0.9608371929886188 0.967353119999989 0.971535668395819 0.9755650847436849 0.9796431841636194 0.9850273975641829 0.9878825962702663 0.9885134132049456 0.9899939793881395 0.991972868170852 0.9936759693607468 0.9952620824829401 0.9982690966738921 0.9989153079706276 1.000806422730225 1.0045376666462689 1.007320466662126 1.0103613089104078 1.0123544104834468 1.017510402771117 1.024811236372422 1.0287104849219462 1.0336586483758297 1.035510921550963 1.0469402262291791 1.1255128815884896
8 120 2.686997871663569 1.1465057905642586 0.9233909959151524 0.9233909959151524 0.9407687726240047 0.948838025250588 0.9509713652957362 0.956407311264819 0.959046692302093 0.968416211687545 0.9722427604878379 0.9729732285405819 0.9801355328782511 0.9835779133725211 0.9847451585764898 0.9877298783636921 0.9903974406482902 0.9911313432898918 0.9945513007963014 0.998618792601337 0.9996192214238556 1.001159063030913 1.0060490931655028 1.009153295914429 1.012112565062956 1.0150328645641575 1.018706164643487 1.0240918960750247 1.030471769972078 1.0369127047398616 1.044908979625012 1.049131192293161 1.1465057905642586
9 135 2.599903308950575 1.159122774968652 0.9213649133486611 0.9213649133486611 0.9385682931039222 0.9444802708871277 0.9494988989349551 0.9560900697323421 0.9582735892158707 0.9616531742379331 0.9681720922790993 0.9748932750963998 0.9765099441608829 0.9793625641249695 0.981942086913006 0.9853663936146424 0.9876462573383769 0.9909966901176517 0.9927379157492426 0.99515454539415 0.999708153454937 1.0001238129773367 1.0079292788468988 1.0097061715120301 1.0120847556173986 1.0141868553826066 1.0210354004905478 1.0219957720516841 1.0315027791468363 1.037135859570676 1.0500113281016255 1.0548960680367787 1.159122774968652
10 150 2.581631307649789 1.1665442048599066 0.9170068136078419 0.9170068136078419 0.9338729358168332 0.9393639288845658 0.9470305125535898 0.9527987422474369 0.9564051812708748 0.9578484363813113 0.9613638990827487 0.9713554860772448 0.9755944622819468 0.9775330663693448 0.9789977621519985 0.9855833997553127 0.9899508535007677 0.9913965364253501 0.9945659775783272 0.995713334150307 0.9977686313652874 0.999601608622703 1.0061698379270052 1.0097850073984669 1.01143267444593 1.0153366468504026 1.018450392946505 1.0202989784939205 1.0351642159177399 1.040450501693969 1.049735085181871 1.0542205228480763 1.1665442048599066
